"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Dispatch Work Crew","5319  HERRING RUN DR","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T15:00:22.000","2015-06-22T15:00:22.000","HARFORD-ECHODALE/PERRING PARKWAY","Removed entire limb","15-00483280","MD","CLOSED","2015-06-22T16:45:26.000","2015-06-22T16:43:00.000","21214",-76.571867,39.3551969
"Dispatch Work Crew","1101 W OSTEND ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-25T00:05:46.000","2015-06-26T00:05:46.000","WASHINGTON VILLAGE","Removed entire limb","15-00496005","MD","CLOSED","2015-06-26T16:21:29.000","2015-06-26T16:21:00.000","21230",-76.63209,39.280023
"Dispatch Work Crew","1714  EUTAW PL","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-22T14:33:20.000","2015-07-23T14:33:20.000","MADISON PARK","No Cause For Action","15-00577990","MD","CLOSED","2015-07-28T16:43:19.000","2015-07-28T16:42:00.000",NA,-76.630809,39.307203
"Dispatch Inspector","2771  THE ALAMEDA","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T22:41:52.000","2015-06-22T22:41:52.000","COLDSTREAM HOMESTEAD MONTEBELLO","Duplicate request","15-00483663","MD","CLOSED","2015-06-22T12:08:59.000","2015-06-22T12:08:00.000","21218",-76.59211,39.3228
"Dispatch Inspector","WABASH AVE & PATTERSON AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-22T16:46:37.000","2015-05-23T16:46:37.000","SETON BUSINESS PARK","Duplicate request","15-00401988","MD","CLOSED","2015-05-26T09:30:51.000","2015-05-26T09:30:00.000","21215",-87.3133604,39.4833563
"Dispatch Work Crew","HARFORD RD & LAKE AVE, BALTIMORE, MD, 21",NA,"FORESTR2","Forestry Fallen Limb","2015-07-03T11:04:59.000","2015-07-04T11:04:59.000","MAYFIELD","Removed entire limb","15-00522684","MD","CLOSED","2015-07-08T17:20:27.000","2015-07-08T17:20:00.000",NA,-76.4972104,39.4215075
"Dispatch Work Crew","5616  WINTHROPE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T11:49:32.000","2015-06-22T11:49:32.000","GLENHAM-BELFORD","Removed entire limb","15-00483083","MD","CLOSED","2015-06-24T13:31:31.000","2015-06-24T13:31:00.000","21214",-76.5530239,39.349199
"Dispatch Inspector","718  DRUID HILL AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-03-22T13:25:41.000","2015-03-23T13:25:41.000","SETON HILL","Removed entire limb","15-00226589","MD","CLOSED","2015-06-03T14:52:35.000","2015-06-03T14:52:00.000","21201",-76.6233795,39.2976375
"Dispatch Inspector","21 S CHESTER ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-22T17:44:18.000","2015-07-23T17:44:18.000","BUTCHER'S HILL","Duplicate request","15-00578939","MD","CLOSED","2015-07-23T10:13:08.000","2015-07-23T10:12:00.000","21231",-76.587109,39.291019
"Dispatch Work Crew","2400 W ROGERS AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-14T09:22:33.000","2015-07-15T09:22:33.000","MOUNT WASHINGTON","Removed entire limb","15-00551631","MD","CLOSED","2015-07-15T18:52:52.000","2015-07-15T18:52:00.000","21209",-76.6659529,39.3576109
"Dispatch Work Crew","3  ELMHURST RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-27T17:33:51.000","2015-07-28T17:33:51.000","ROLAND PARK","Removed entire limb","15-00593924","MD","CLOSED","2015-07-30T17:33:51.000","2015-07-30T17:33:00.000","21210",-76.635863,39.3521
"Dispatch Work Crew","4401  NORFOLK AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-17T12:24:42.000","2015-07-18T12:24:42.000","WEST FOREST PARK","Removed entire limb","15-00563910","MD","CLOSED","2015-07-21T17:33:09.000","2015-07-21T17:32:00.000","21216",-76.691157,39.322028
"Dispatch Work Crew","800  HILTON PKWY","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-08-02T20:56:42.000","2015-08-03T20:56:42.000","GWYNNS FALLS/LEAKIN PARK","No Cause For Action","15-00610261","MD","CLOSED","2015-08-04T14:19:53.000","2015-08-04T14:19:00.000",NA,-76.673142,39.296194
"Dispatch Work Crew","5018  MORELLO RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-18T20:57:58.000","2015-06-19T20:57:58.000","LAURAVILLE","Removed entire limb","15-00477212","MD","CLOSED","2015-06-22T14:27:36.000","2015-06-22T14:25:00.000","21214",-76.569548,39.350918
"Dispatch Work Crew","544  SAINT MARY ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-10T09:09:57.000","2015-06-11T09:09:57.000","SETON HILL","Removed entire limb","15-00450557","MD","CLOSED","2015-06-15T14:58:24.000","2015-06-15T14:58:00.000","21201",-76.624031,39.296864
NA,"5945  GLENKIRK RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-22T01:17:37.000","2015-06-23T01:17:37.000","RAMBLEWOOD",NA,"15-00483808","MD","CLOSED","2015-06-22T12:49:34.000",NA,"21239",-76.589053,39.3647149
"Dispatch Inspector","5304  BELLEVILLE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-15T13:00:53.000","2015-06-16T13:00:53.000","HOWARD PARK","Fallen limb needs to be removed","15-00463349","MD","CLOSED","2015-06-18T13:21:49.000","2015-06-15T15:41:00.000","21207",-76.703933,39.332947
"Dispatch Inspector","2700  THE ALAMEDA","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T18:25:24.000","2015-06-22T18:25:24.000","COLDSTREAM HOMESTEAD MONTEBELLO","Duplicate request","15-00483472","MD","CLOSED","2015-06-22T12:05:42.000","2015-06-22T12:05:00.000","21218",-76.591334,39.321332
"Dispatch Work Crew","3100  CALLAWAY AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-30T14:05:56.000","2015-07-01T14:05:56.000","CONCERNED CITIZENS OF FOREST PARK","Removed entire limb","15-00512475","MD","CLOSED","2015-07-02T14:53:28.000","2015-07-02T14:53:00.000","21216",-76.6805939,39.3228878
"Dispatch Work Crew","E LAKE AVE & LENTON AVE, BALTIMORE, MD,",NA,"FORESTR2","Forestry Fallen Limb","2015-06-09T12:53:05.000","2015-06-10T12:53:05.000","CHINQUAPIN PARK-BELVEDERE","Removed entire limb","15-00447515","MD","CLOSED","2015-06-11T13:40:24.000","2015-06-11T13:39:00.000",NA,-121.7434117,36.9338919
"Dispatch Work Crew","1412  ELMTREE ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-01T21:07:47.000","2015-07-02T21:07:47.000","CURTIS BAY","Removed entire limb","15-00518018","MD","CLOSED","2015-07-04T09:58:06.000","2015-07-04T09:57:00.000","21226",-76.5909852,39.2245836
"Dispatch Work Crew","326 E 33RD ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-09T19:14:10.000","2015-06-10T19:14:10.000","OAKENSHAWE","Removed entire limb","15-00449707","MD","CLOSED","2015-06-12T14:01:13.000","2015-06-12T14:00:00.000","21218",-76.612504,39.328581
"Dispatch Work Crew","3631  COTTAGE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-22T14:32:10.000","2015-06-23T14:32:10.000","PARK CIRCLE","Removed entire limb","15-00485331","MD","CLOSED","2015-06-23T17:32:53.000","2015-06-23T17:32:00.000","21215",-76.657863,39.330461
NA,"3800  MIDHEIGHTS RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-08-04T13:24:13.000","2015-08-05T13:24:13.000","GLEN",NA,"15-00616647","MD","OPEN","2015-08-04T13:42:37.000",NA,"21215",-76.701375,39.359681
NA,"2711  ELLICOTT DR","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-14T14:51:07.000","2015-07-15T14:51:07.000","WINCHESTER",NA,"15-00553404","MD","OPEN","2015-07-14T16:50:39.000",NA,"21216",-76.6131413,39.2882493
"Dispatch Work Crew","PINKNEY RD & GIST AVE, BALTIMORE, MD, 21",NA,"FORESTR2","Forestry Fallen Limb","2015-08-03T13:43:26.000","2015-08-04T13:43:26.000","GLEN","Removed entire limb","15-00611763","MD","CLOSED","2015-08-04T13:56:05.000","2015-08-04T13:55:00.000",NA,-78.0751703,35.5248383
"Dispatch Work Crew","600 W HAMBURG ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-25T20:37:04.000","2015-07-26T20:37:04.000","WASHINGTON VILLAGE","Removed entire limb","15-00590606","MD","CLOSED","2015-07-28T17:03:18.000","2015-07-28T17:03:00.000","21230",-76.624503,39.280625
"Dispatch Work Crew","800 E COLD SPRING LN","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-11T20:21:13.000","2015-07-12T20:21:13.000","RICHNOR SPRINGS","Removed entire limb","15-00546230","MD","CLOSED","2015-07-13T12:23:28.000","2015-07-13T12:23:00.000","21212",-76.604836,39.3459586
"Dispatch Work Crew","6100  REISTERSTOWN RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-15T15:37:15.000","2015-07-16T15:37:15.000","REISTERSTOWN STATION","Removed entire limb","15-00557315","MD","CLOSED","2015-07-17T16:04:00.000","2015-07-17T16:03:00.000","21215",-76.697923,39.352762
"Dispatch Work Crew","3009  FERNDALE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-25T15:46:00.000","2015-07-26T15:46:00.000","HOWARD PARK","Removed entire limb","15-00590001","MD","CLOSED","2015-07-28T16:50:23.000","2015-07-28T16:50:00.000","21207",-76.701842,39.325743
"Dispatch Work Crew","2214  FLEET ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-18T09:47:23.000","2015-06-19T09:47:23.000","CANTON","Removed entire limb","15-00474726","MD","CLOSED","2015-06-19T16:37:51.000","2015-06-19T16:37:00.000","21231",-76.5852919,39.2850643
"Dispatch Inspector","4801  LOCH RAVEN BLVD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-22T11:00:53.000","2015-06-23T11:00:53.000","STONEWOOD-PENTWOOD-WINSTON","Removed entire limb","15-00484008","MD","CLOSED","2015-06-22T15:13:35.000","2015-06-22T15:12:00.000","21239",-76.5912139,39.348765
NA,"202 E JEFFREY ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-08-04T12:08:56.000","2015-08-05T12:08:56.000","BROOKLYN",NA,"15-00616184","MD","OPEN","2015-08-04T13:09:24.000",NA,"21225",-76.609352,39.235217
NA,"5909  BELLONA AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-02T09:58:48.000","2015-06-03T09:58:48.000","ROSEBANK",NA,"15-00428542","MD","CLOSED","2015-06-08T20:26:41.000",NA,"21212",-76.613438,39.363441
"Dispatch Work Crew","2128  HOLLINS ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T17:31:15.000","2015-06-22T17:31:15.000","BOOTH-BOYD","No Cause For Action","15-00483438","MD","CLOSED","2015-06-26T16:30:02.000","2015-06-26T16:28:00.000","21223",-76.650834,39.287155
"Dispatch Work Crew","3654  MALDEN AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-18T22:41:13.000","2015-05-19T22:41:13.000","WOODBERRY","Removed entire limb","15-00390461","MD","CLOSED","2015-05-22T17:42:49.000","2015-05-22T17:42:00.000","21211",-76.6514578,39.3327455
"Dispatch Work Crew","4243  SHAMROCK AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-23T23:46:59.000","2015-06-24T23:46:59.000","BELAIR-EDISON","Removed entire limb","15-00491078","MD","CLOSED","2015-07-01T10:26:08.000","2015-07-01T10:25:00.000","21206",-76.5642172,39.3271122
"Dispatch Work Crew","N LAKEWOOD AVE & E FAIRMOUNT AVE, BALTIM",NA,"FORESTR2","Forestry Fallen Limb","2015-06-09T09:50:44.000","2015-06-10T09:50:44.000","BALTIMORE-LINWOOD","Removed entire limb","15-00446862","MD","CLOSED","2015-06-11T15:45:45.000","2015-06-11T15:45:00.000","21224",-81.5425557,28.5847607
"Dispatch Work Crew","1500  MCKEAN AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-02T21:54:18.000","2015-07-03T21:54:18.000","SANDTOWN-WINCHESTER","Removed entire limb","15-00522034","MD","CLOSED","2015-07-08T17:13:35.000","2015-07-08T17:12:00.000","21217",-76.6470802,39.3053232
NA,"1901 W LANVALE ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-24T10:03:51.000","2015-06-25T10:03:51.000","MIDTOWN-EDMONDSON",NA,"15-00491320","MD","CLOSED","2015-06-24T10:43:40.000",NA,"21217",-76.6478822,39.2973572
"Dispatch Work Crew","1620  PARK AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-21T16:14:21.000","2015-06-22T16:14:21.000","BOLTON HILL","Removed entire limb","15-00483357","MD","CLOSED","2015-06-25T16:25:20.000","2015-06-25T16:25:00.000","21217",-76.626929,39.30869
"Dispatch Work Crew","N LINWOOD AVE & E FAIRMOUNT AVE, BALTIMO",NA,"FORESTR2","Forestry Fallen Limb","2015-07-16T20:08:07.000","2015-07-17T20:08:07.000","BALTIMORE-LINWOOD","Removed entire limb","15-00562410","MD","CLOSED","2015-07-20T18:48:20.000","2015-07-20T18:48:00.000",NA,-96.748712,36.0142419
"Dispatch Work Crew","5312  PEERLESS AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-27T23:42:21.000","2015-06-28T23:42:21.000","HOWARD PARK","Removed entire limb","15-00504604","MD","CLOSED","2015-07-04T10:12:39.000","2015-07-04T10:12:00.000","21207",-76.702506,39.335477
"Dispatch Work Crew","E BALTIMORE ST & S BETHEL ST, BALTIMORE,",NA,"FORESTR2","Forestry Fallen Limb","2015-08-01T12:33:19.000","2015-08-02T12:33:19.000","WASHINGTON HILL","Removed entire limb","15-00608809","MD","CLOSED","2015-08-04T18:39:40.000","2015-08-04T18:39:00.000",NA,-88.1392461,41.3101454
"Dispatch Work Crew","4100  SAINT PAUL ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-18T11:47:23.000","2015-05-19T11:47:23.000","GUILFORD","Removed entire limb","15-00387450","MD","CLOSED","2015-05-19T15:55:34.000","2015-05-19T15:54:00.000","21218",-76.616538,39.3390429
"Dispatch Work Crew","2211  GOUGH ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-22T22:12:17.000","2015-05-23T22:12:17.000","UPPER FELLS POINT","Removed entire limb","15-00402756","MD","CLOSED","2015-05-27T15:45:20.000","2015-05-27T15:44:00.000","21231",-76.5855448,39.2876861
"Dispatch Work Crew","800 S ELLWOOD AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-09T14:45:39.000","2015-06-10T14:45:39.000","CANTON","Removed entire limb","15-00448339","MD","CLOSED","2015-06-11T13:42:16.000","2015-06-11T13:42:00.000","21224",-76.5729618,39.2831987
"Dispatch Work Crew","112  LONGWOOD RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-18T15:55:38.000","2015-06-19T15:55:38.000","ROLAND PARK","Removed entire limb","15-00476128","MD","CLOSED","2015-06-19T17:50:39.000","2015-06-19T17:49:00.000","21210",-76.638228,39.356437
"Dispatch Work Crew","2009 N CHARLES ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-09T14:27:10.000","2015-07-10T14:27:10.000","CHARLES NORTH","Removed entire limb","15-00539301","MD","CLOSED","2015-07-13T13:07:22.000","2015-07-13T13:06:00.000","21218",-76.6166315,39.3125416
"Dispatch Work Crew","418 N HOWARD ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-15T09:03:43.000","2015-07-16T09:03:43.000","DOWNTOWN","Removed entire limb","15-00555481","MD","CLOSED","2015-07-15T18:36:37.000","2015-07-15T18:36:00.000","21201",-76.620135,39.294689
"Dispatch Work Crew","830 W 37TH ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-25T20:43:58.000","2015-06-26T20:43:58.000","HAMPDEN","Removed entire limb","15-00499906","MD","CLOSED","2015-06-29T15:08:36.000","2015-06-29T15:08:00.000","21211",-76.630388,39.333063
"Dispatch Work Crew","324 E 29TH ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-08-04T10:27:08.000","2015-08-05T10:27:08.000","ABELL","No Cause For Action","15-00615826","MD","CLOSED","2015-08-04T18:35:59.000","2015-08-04T18:35:00.000","21218",-76.6124538,39.3234047
NA,"2238  LAKE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-09T10:02:00.000","2015-07-10T10:02:00.000","MAYFIELD",NA,"15-00537756","MD","OPEN","2015-07-09T10:02:00.000",NA,"21213",-76.578456,39.327816
"Dispatch Work Crew","ECHODALE AVE & HARFORD RD, BALTIMORE, MD",NA,"FORESTR2","Forestry Fallen Limb","2015-06-18T14:32:55.000","2015-06-19T14:32:55.000","WALTHERSON","Removed entire limb","15-00475750","MD","CLOSED","2015-06-19T17:49:13.000","2015-06-19T17:49:00.000",NA,-76.5611568,39.3485723
"Dispatch Work Crew","W NORTHERN PKWY & GREENSPRING AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-05T12:43:35.000","2015-06-06T12:43:35.000","MOUNT WASHINGTON","Removed entire limb","15-00440455","MD","CLOSED","2015-06-11T15:15:41.000","2015-06-11T15:15:00.000","21209",-76.6656161,39.3557104
"Dispatch Work Crew","100 S GILMOR ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-30T11:33:11.000","2015-07-01T11:33:11.000","UNION SQUARE","No Cause For Action","15-00511412","MD","CLOSED","2015-07-04T09:48:36.000","2015-07-04T09:48:00.000","21223",-76.6422888,39.2863502
"Dispatch Work Crew","3311  ABELL AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-09T19:11:27.000","2015-06-10T19:11:27.000","OAKENSHAWE","Removed entire limb","15-00449698","MD","CLOSED","2015-06-11T15:27:46.000","2015-06-11T15:24:00.000","21218",-76.611991,39.328732
NA,"532  SAINT MARY ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-30T10:09:45.000","2015-07-01T10:09:45.000","SETON HILL",NA,"15-00511215","MD","OPEN","2015-06-30T10:09:45.000",NA,"21201",-76.6237639,39.2970135
"Dispatch Work Crew","E CLEMENT ST & TOWSON ST, BALTIMORE, MD,",NA,"FORESTR2","Forestry Fallen Limb","2015-07-08T21:11:22.000","2015-07-09T21:11:22.000","LOCUST POINT","Removed entire limb","15-00537239","MD","CLOSED","2015-07-13T13:44:56.000","2015-07-13T13:44:00.000",NA,-92.037649,30.2109063
"Dispatch Work Crew","117 E NORTHERN PKWY","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-24T10:46:59.000","2015-06-25T10:46:59.000","HOMELAND","Removed entire limb","15-00491390","MD","CLOSED","2015-06-25T17:00:45.000","2015-06-25T17:00:00.000","21212",-76.621346,39.362418
"Dispatch Work Crew","1620  WADSWORTH WAY","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-02T17:06:50.000","2015-07-03T17:06:50.000","LOCH RAVEN","Removed entire limb","15-00520505","MD","CLOSED","2015-07-08T17:17:06.000","2015-07-08T17:16:00.000","21239",-76.581568,39.362572
"Dispatch Work Crew","320 W 30TH ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-26T19:47:42.000","2015-07-27T19:47:42.000","REMINGTON","Removed entire limb","15-00591405","MD","CLOSED","2015-07-29T12:22:50.000","2015-07-29T12:22:00.000","21211",-76.6235937,39.3229935
"Dispatch Work Crew","1410  HAUBERT ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-03T14:22:09.000","2015-07-04T14:22:09.000","LOCUST POINT","Removed entire limb","15-00523278","MD","CLOSED","2015-07-08T17:06:50.000","2015-07-08T17:06:00.000","21230",-76.5940432,39.2701553
"Dispatch Work Crew","CHAUNCEY AVE & BROOKFIELD AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-14T12:18:41.000","2015-05-15T12:18:41.000","RESERVOIR HILL","Removed entire limb","15-00377867","MD","CLOSED","2015-05-18T13:00:11.000","2015-05-18T12:59:00.000","21217",-73.9197243,40.6815208
"Dispatch Work Crew","KEMPER RD & W NORTHERN PKWY, BALTIMORE,",NA,"FORESTR2","Forestry Fallen Limb","2015-06-24T19:52:49.000","2015-06-25T19:52:49.000","THE ORCHARDS","Removed entire limb","15-00495095","MD","CLOSED","2015-06-26T16:20:19.000","2015-06-26T16:20:00.000",NA,-90.1659387,39.2126824
"Dispatch Work Crew","4600 N ROGERS AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-29T18:15:18.000","2015-06-30T18:15:18.000","WOODMERE","Removed entire limb","15-00509126","MD","CLOSED","2015-07-02T13:55:51.000","2015-07-02T13:51:00.000","21215",-76.6925155,39.3456432
"Dispatch Inspector","WABASH AVE & W NORTHERN PKWY, BALTIMORE,",NA,"FORESTR2","Forestry Fallen Limb","2015-06-07T18:18:05.000","2015-06-08T18:18:05.000","WOODMERE","Duplicate request","15-00443527","MD","CLOSED","2015-06-09T12:22:03.000","2015-06-09T10:25:00.000",NA,-87.3133604,39.4833563
"Dispatch Work Crew","WILCOX ST &E HOFFMAN ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-01T15:53:35.000","2015-06-02T15:53:35.000","GREENMOUNT CEMETERY","Removed entire limb","15-00426763","MD","CLOSED","2015-06-03T16:53:21.000","2015-06-03T16:52:00.000","21202",-104.8599541,39.3759455
"Dispatch Work Crew","4601  ROLAND AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-27T12:05:36.000","2015-06-28T12:05:36.000","ROLAND PARK","Removed entire limb","15-00503415","MD","CLOSED","2015-07-02T14:54:24.000","2015-07-02T14:53:00.000","21210",-76.635154,39.346024
"Dispatch Work Crew","4626  BELVIEU AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-29T19:18:22.000","2015-06-30T19:18:22.000","HOWARD PARK","No Cause For Action","15-00509430","MD","CLOSED","2015-07-04T09:54:57.000","2015-07-04T09:54:00.000","21207",-76.699525,39.337747
"Dispatch Work Crew","3916  GLENGYLE AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-23T01:39:22.000","2015-06-24T01:39:22.000","FALLSTAFF","Removed entire limb","15-00487351","MD","CLOSED","2015-06-25T16:50:53.000","2015-06-25T16:50:00.000",NA,-76.710503,39.363965
"Dispatch Work Crew","342 E UNIVERSITY PKWY","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-05-27T12:32:48.000","2015-05-28T12:32:48.000","OAKENSHAWE","Removed entire limb","15-00411429","MD","CLOSED","2015-06-02T12:37:19.000","2015-06-02T12:37:00.000","21218",-76.6115896,39.3289883
NA,"1316 W LOMBARD ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-08-02T00:49:32.000","2015-08-03T00:49:32.000","UNION SQUARE",NA,"15-00609673","MD","DUPCLOSD","2015-08-04T15:52:08.000",NA,"21223",-76.6386495,39.2867431
NA,"1600  WAVEWORTH RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-28T11:50:51.000","2015-07-29T11:50:51.000","LOCH RAVEN",NA,"15-00595394","MD","OPEN","2015-07-28T15:48:09.000",NA,"21239",-76.5825033,39.3635788
"Dispatch Inspector","STONEYFORD RD & STONY RUN LN, BALTIMORE,","   baltimore","FORESTR2","Forestry Fallen Limb","2015-07-14T02:04:25.000","2015-07-15T02:04:25.000","TUSCANY-CANTERBURY","No Cause For Action","15-00551580","MD","CLOSED","2015-07-16T11:41:00.000","2015-07-16T11:39:00.000","21210",-74.9469392,40.2001147
"Dispatch Work Crew","1049  CAMERON RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-14T15:53:58.000","2015-07-15T15:53:58.000","CAMERON VILLAGE","Removed entire limb","15-00553725","MD","CLOSED","2015-07-15T18:44:56.000","2015-07-15T18:44:00.000","21212",-76.5981526,39.3563101
"Dispatch Work Crew","WINDSOR MILL RD & N FOREST PARK AVE, BAL",NA,"FORESTR2","Forestry Fallen Limb","2015-07-09T14:31:30.000","2015-07-10T14:31:30.000","WAKEFIELD","Removed entire limb","15-00539327","MD","CLOSED","2015-07-13T13:42:59.000","2015-07-13T13:42:00.000",NA,-72.3750834,43.5193237
"Dispatch Inspector","1517  BOLTON ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-01T13:33:30.000","2015-06-02T13:33:30.000","BOLTON HILL","Removed entire limb","15-00425787","MD","CLOSED","2015-06-01T18:57:22.000","2015-06-01T18:56:00.000","21217",-76.626195,39.307523
"Dispatch Inspector","4243  SHAMROCK AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-19T16:20:24.000","2015-06-20T16:20:24.000","BELAIR-EDISON","Duplicate request","15-00479562","MD","CLOSED","2015-06-19T16:33:27.000","2015-06-19T16:31:00.000","21206",-76.5642172,39.3271122
"Dispatch Work Crew","4321  WALTHER AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-14T12:55:46.000","2015-07-15T12:55:46.000","BEVERLY HILLS","Removed entire limb","15-00552471","MD","CLOSED","2015-07-15T18:43:17.000","2015-07-15T18:43:00.000","21214",-76.5692399,39.337704
"Dispatch Work Crew","1711  BOLTON ST","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-15T13:11:13.000","2015-06-16T13:11:13.000","BOLTON HILL","Removed entire limb","15-00463444","MD","CLOSED","2015-06-17T16:55:20.000","2015-06-17T16:55:00.000","21217",-76.6279969,39.308962
"Dispatch Work Crew","3507  GRANTLEY RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-10T21:23:58.000","2015-06-11T21:23:58.000","ASHBURTON","Removed entire limb","15-00453319","MD","CLOSED","2015-06-12T14:01:52.000","2015-06-12T14:01:00.000","21215",-76.675009,39.328021
"Dispatch Work Crew","5001  BOXHILL LN","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-06-09T13:28:32.000","2015-06-10T13:28:32.000","WYNDHURST","Removed entire limb","15-00447758","MD","CLOSED","2015-07-14T12:27:19.000","2015-07-14T12:24:00.000","21210",-76.626431,39.354152
NA,"5900  GLENKIRK RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-30T22:28:56.000","2015-07-31T22:28:56.000","RAMBLEWOOD",NA,"15-00605198","MD","DUPCLOSD","2015-08-04T18:38:41.000",NA,"21239",-76.5897899,39.363397
"Dispatch Work Crew","3700  CLARENELL RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-06T22:53:31.000","2015-07-07T22:53:31.000","VIOLETVILLE","Removed entire limb","15-00529708","MD","CLOSED","2015-07-08T17:03:28.000","2015-07-08T17:02:00.000","21229",-76.677814,39.265188
"Dispatch Work Crew","2510  HAMILTON AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-26T22:41:08.000","2015-07-27T22:41:08.000","HARFORD-ECHODALE/PERRING PARKWAY","Removed entire limb","15-00591564","MD","CLOSED","2015-07-29T18:19:52.000","2015-07-29T18:19:00.000","21214",-76.566156,39.356322
"Dispatch Work Crew","5200  ANTHONY AVE","BALTIMORE","FORESTR2","Forestry Fallen Limb","2015-07-01T22:09:14.000","2015-07-02T22:09:14.000","FRANKFORD","Removed entire limb","15-00518172","MD","CLOSED","2015-07-04T09:55:55.000","2015-07-04T09:55:00.000","21206",-76.550358,39.334423
