"lat","lon","address","description"
"39.3035915649","-76.6160932847","1200 N CHARLES ST","Asslt-Sec Degree || Common Assault"
"39.2756960380","-76.6143222433","1200 S CHARLES ST","Asslt-Sec Degree || Common Assault"
"39.3085034596","-76.5962713263","1600 E FEDERAL ST","Asslt-Sec Degree || Common Assault"
"39.2915031376","-76.5936716766","1700 E BALTIMORE ST","Asslt-Sec Degree || Common Assault"
"39.2949137817","-76.5820169177","200 N MILTON AVE","Asslt-Sec Degree || Assault"
"39.2857140520","-76.6568626734","2500 W LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.2904575133","-76.5429862269","300 ELRINO ST","Alc. Bev./Intox:Endanger || Common Assault"
"39.2929278064","-76.6225398466","300 N PACA ST","Deadly Weapon-Int/Injure || Common Assault"
"39.3471397347","-76.6789978779","3500 W BELVEDERE AVE","Asslt-Sec Degree || Assault"
"39.3423657694","-76.6827657289","5100 REISTERSTOWN RD","Reckless Endangerment || Deadly Weapon"
"39.3162457607","-76.6078323215","600 COKESBURY AVE","Asslt-Sec Degree || Common Assault"
"39.2981334597","-76.5815730083","600 N ROSE ST","Robbery || Att Armed Robbery"
"39.3587086264","-76.5559610557","6100 HARFORD RD","Asslt-Sec Degree || Assault"
"39.3585159938","-76.5560401519","6100 HARFORD RD","Handgun On Person || Handgun Violation"
"39.2763480781","-76.5415961742","6200 CARDIFF AVE","Theft Less Than $100.00 || Theft"
"39.2985097741","-76.5985828359","700 WHARTON CT","Asslt-Sec Degree || Common Assault"
"39.2294062177","-76.6012100739","800 CLINTWOOD CT","Asslt-Sec Degree || Common Assault"
"39.3039013795","-76.6065615647","1200 HOMEWOOD AVE","Asslt-Sec Degree || Assault"
"39.3537627385","-76.5850526330","1600 BURNWOOD RD","Asslt-Sec Degree || Common Assault"
"39.3098055696","-76.6492958030","1900 W NORTH AVE","Asslt-First Degree || 2Nd Degree Assault"
"39.2884465190","-76.5936214398","200 S BROADWAY","Mal Dest Prop/Valu - $500 || Common Assault"
"39.3233226390","-76.5744250600","2800 MAYFIELD AVE","Asslt-Sec Degree || Assault Sec Degree"
"39.3131894823","-76.6728629125","3300 ELGIN AVE","Asslt-First Degree || Assault"
"39.3361546908","-76.6658432915","4200 REISTERSTOWN RD","Asslt-Sec Degree || Common Assault"
"39.2867015550","-76.6078062981","600 E PRATT ST","Trespass: Private Property || Assault On Police"
"39.2807115887","-76.6465405059","600 S MONROE ST","Asslt-Sec Degree || Common Assault"
"39.2310623611","-76.5988559138","900 JACK ST","Asslt-Sec Degree || Common Assault"
"39.2526585031","-76.6168061552","UNIT CHERRY HILL RD","Robbery || Unarmed Robbery"
"39.2883040534","-76.6066477728","UNIT MARKET PL","Asslt-Sec Degree || Agg Assault"
"39.2914649613","-76.5937357630","UNIT S BROADWAY","Asslt-Sec Degree || Common Assault"
"39.2855781980","-76.6374065015","1200 W PRATT ST","Trespass: Private Property || Theft"
"39.2807087774","-76.6110439442","200 KEY HWY","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2918780189","-76.5857123369","2200 E BALTIMORE ST","Robbery || Robbery"
"39.3183919640","-76.6817166447","2700 CHELSEA TER","Burglary-Fourth Degree || Burglary 4Th Degree"
"39.3459430737","-76.6623789723","2800 ROSALIND AVE","Asslt-Sec Degree || Common Assault"
"39.3269084179","-76.6093764928","3100 GREENMOUNT AVE","Theft Less Than $100.00 || Theft"
"39.2353671749","-76.6111657700","3900 S HANOVER ST","Handgun On Person || Hgv"
"39.3252271319","-76.5625410499","4300 PARKSIDE DR","Asslt-Sec Degree || Assault"
"39.3472708771","-76.6755399526","5000 DENMORE AVE","Asslt-Sec Degree || Assault"
"39.3622909089","-76.5939983480","5700 THE ALAMEDA","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3053776597","-76.5500677786","1100 NEWCOMB WAY","Asslt-Sec Degree || Common Assault"
"39.3091390112","-76.6431847757","1700 N CAREY ST","Asslt-Sec Degree || Assault"
"39.3051529781","-76.6346032572","1800 DIVISION ST","Asslt-Sec Degree || Armed Robbery"
"39.3109950662","-76.6750073856","2100 GARRISON BLVD","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3114155855","-76.6751584721","2200 GARRISON BLVD","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2635895185","-76.6412123886","2400 WILGREY CT","Att-Burglary-Third Degree || Burglary"
"39.3507058333","-76.5598187195","3100 HAMILTON AVE","Asslt-Sec Degree || Assault On Police"
"39.3165818178","-76.5682253555","3600 LYNDALE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3170049381","-76.5648926050","3800 LYNDALE AVE","Reg Firearm:Illegal Possession || Handgun Violation"
"39.2258130028","-76.5885437087","4400 PENNINGTON AVE","Asslt-Sec Degree || Assault"
"39.2230053246","-76.5866632826","4800 CURTIS AVE","Burglary-Fourth Degree || B&E"
"39.2940162732","-76.6455607739","500 N FULTON AVE","Deadly Weapon-Conceal || Hgv"
"39.3472708771","-76.6755399526","5000 DENMORE AVE","Asslt-Sec Degree || Common Assault 2Nd Deg Assault"
"39.3155885489","-76.5443760549","6000 MORAVIA RD","Obstructing & Hindering || Assault On Police"
"39.3155885489","-76.5443760549","6000 MORAVIA RD","Asslt-Sec Degree || Assault On Police"
"39.2826751391","-76.5910953471","1800 LANCASTER ST","Asslt-Sec Degree || Common Assault"
"39.3162364359","-76.5798143127","2100 BELAIR RD","Asslt-First Degree || Aggravated Assault"
"39.3245090083","-76.5957021211","2900 KIRK AVE","Handgun On Person || Handgun Violation"
"39.3199503812","-76.6596137281","3300 BURLEITH AVE","Burglary-4Th Degree-Store || Burglary"
"39.2786090893","-76.6080701695","400 E HAMBURG ST","Theft: Less $1,000 Value || Theft"
"39.3313390933","-76.6957375988","4700 GWYNN OAK AVE","Asslt-Sec Degree || Common Assault"
"39.2876094368","-76.5398209913","6300 EASTERN AVE","Theft: Less $1,000 Value || Theft"
"39.3005286987","-76.5760725699","800 N CURLEY ST","Asslt-Sec Degree || Aggravated Assault"
"39.2888086045","-76.6596868361","100 N FRANKLINTOWN RD","Asslt-Sec Degree || Common Assault"
"39.3013258593","-76.6395793727","1100 N WOODYEAR ST","Handgun On Person || Hgv"
"39.3080545224","-76.6488875092","1700 APPLETON ST","Asslt-Sec Degree || Common Assault"
"39.3253665667","-76.5914162251","1700 E 30TH ST","Deadly Weapon-Int/Injure || Common Assault"
"39.3111016850","-76.5843636151","2400 E LAFAYETTE AVE","Asslt-Sec Degree || Assault"
"39.3101411038","-76.6561356897","2400 SAINT STEPHENS CT","Asslt-Sec Degree || Agg. Assault"
"39.3218565100","-76.5916621380","2700 THE ALAMEDA","Asslt-Sec Degree || Common Assault"
"39.3108479831","-76.6822561084","3800 CLIFTON AVE","Cds: Possession-Marihuana || Handgun Violation"
"39.3108479831","-76.6822561084","3800 CLIFTON AVE","Reg Firearm:Illegal Possession || Hgv"
"39.2372568787","-76.6052909322","400 E PATAPSCO AVE","Asslt-Sec Degree || Agg Assault"
"39.2868100779","-76.5630754433","4000 EASTERN AVE","Asslt-Sec Degree || Armed Robbery"
"39.2979649115","-76.5697491151","500 N HIGHLAND AVE","Asslt-First Degree || Aggravated Assault"
"39.3422145407","-76.6825140240","5100 REISTERSTOWN RD","Asslt-First Degree || Armed Robbery"
"39.3484410834","-76.6832002296","5300 CUTHBERT AVE","Asslt-Sec Degree || Common Assault"
"39.3661932571","-76.5493903617","6900 HARFORD RD","Asslt-Sec Degree || Assault"
"39.3102226135","-76.6394571883","1300 W NORTH AVE","Asslt-Sec Degree || Assault"
"39.2914958486","-76.5956350461","1600 E BALTIMORE ST","Burglary/2Nd Degree/General || Burglary"
"39.3034424213","-76.6345776442","1600 PENNSYLVANIA AVE","Asslt-Sec Degree || Assault"
"39.3076956427","-76.6531505582","2200 PRESBURY ST","Armed Robbery || Armed Robbery"
"39.3079287157","-76.5839775111","2400 E OLIVER ST","Asslt-Sec Degree || Common Assault"
"39.3031145583","-76.5804793336","2600 BERYL AVE","Asslt-Sec Degree || Common Assault"
"39.3031145583","-76.5804793336","2600 BERYL AVE","Asslt-Sec Degree || Common Assault"
"39.2644929953","-76.6549288218","2700 WASHINGTON BLVD","Armed Robbery || Robbery"
"39.3049396176","-76.6729670392","3300 BRIGHTON ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.3299056588","-76.6094765025","3400 GREENMOUNT AVE","Mal Dest Prop/Valu - $500 || Aggravated Assault"
"39.2360593422","-76.6054042079","400 E PONTIAC AVE","Theft Less Than $100.00 || Theft"
"39.3282863922","-76.6081300241","600 E 33RD ST","Asslt-Sec Degree || Theft"
"39.2844758382","-76.5851531266","700 VAN LILL ST","Asslt-Sec Degree || Common Assault"
"39.2906116979","-76.6298567858","800 VINE ST","Cds:Possess-Not Marihuana || Assault On Police"
"39.3001112410","-76.6036881899","900 ENSOR ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3121804169","-76.6170278960","UNIT W 20TH ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.2956357573","-76.6482509793","600 APPLETON ST","Asslt-Sec Degree || Common Assault"
"39.2984859524","-76.6200600866","800 N HOWARD ST","Robbery || Unarmed Robbery"
"39.2998959217","-76.6117053574","900 GUILFORD AVE","Asslt-Sec Degree || Common Assault"
"39.2924306697","-76.5598836922","UNIT S KRESSON ST","Theft Less Than $100.00 || Robbery"
"39.2855781980","-76.6374065015","1200 W PRATT ST","Theft: Less $1,000 Value || Theft"
"39.3201635061","-76.5944381984","1700 HOMESTEAD ST","Asslt-Sec Degree || Common Assault"
"39.3238940026","-76.5894819822","1900 E 28TH ST","Asslt-Sec Degree || Common Assault"
"39.3076956427","-76.6531505582","2200 PRESBURY ST","Armed Robbery || Armed Robbery"
"39.2630260715","-76.6453313491","2500 S PACA ST","Trespass-Posted Property || B&E"
"39.3309328972","-76.6632967214","2900 SPRINGHILL AVE","Asslt-Sec Degree || Assault"
"39.2401435763","-76.6087811516","3500 S HANOVER ST","Asslt-Sec Degree || Common Assault"
"39.3209707160","-76.6106482514","400 E 27TH ST","Armed Robbery || Robbery"
"39.2339995220","-76.6106649300","4000 2ND ST","Asslt-Sec Degree || Assault"
"39.2956357573","-76.6482509793","600 APPLETON ST","Asslt-Sec Degree || Common Assault"
"39.2980327471","-76.6224603185","700 MCCULLOH ST","Asslt-Sec Degree || Assault On Police"
"39.2833374358","-76.6265512556","700 WASHINGTON BLVD","Asslt-Sec Degree || Common Assault"
"39.3049181448","-76.6065142223","800 E PRESTON ST","Asslt-Sec Degree || Common Assault"
"39.3003489285","-76.6444829033","1000 N MOUNT ST","Armed Robbery || 1St Degree Assault"
"39.3000432376","-76.6258229144","1000 STODDARD CT","Asslt-Sec Degree || Common Assault"
"39.3000432376","-76.6258229144","1000 STODDARD CT","Deadly Weapon-Int/Injure || Att. Agg Assault"
"39.2886917740","-76.6357637978","1100 W BALTIMORE ST","Asslt-Sec Degree || Assault On Police"
"39.3597456976","-76.5919807659","1300 WALTERS AVE","Asslt-Sec Degree || 1St Degree Assault"
"39.3041863808","-76.6478702927","1400 N MONROE ST","Asslt-Sec Degree || Assault"
"39.3088661598","-76.6465000802","1800 WESTWOOD AVE","Armed Robbery || Aggravated Assault"
"39.3113114404","-76.6134951501","200 E NORTH AVE","Deadly Weapon-Int/Injure || Agg Assault"
"39.3218182768","-76.5901669311","2800 HARFORD RD","Fail Obey Renble/Lawfl || Assault Second Degree"
"39.3111947901","-76.6115509902","300 E NORTH AVE","Alc. Bev./Intox:Endanger || Common Assault"
"39.2338883471","-76.5969435208","3600 SAINT VICTOR ST","Asslt-Sec Degree || Common Assault"
"39.2915266581","-76.5647504100","3800 E LOMBARD ST","Trespass: Private Property || Assault On Police"
"39.2939437460","-76.6212422763","400 N EUTAW ST","Att 1St Deg. Murder || Agg. Assault By Shooting"
"39.2893323126","-76.6210021717","400 W BALTIMORE ST","Asslt-Sec Degree || Aggrivated Assault"
"39.3209168842","-76.6085104779","500 E 27TH ST","Asslt-Sec Degree || Aggravated Assault"
"39.2973180556","-76.5706984476","500 N CLINTON ST","Asslt-Sec Degree || Common Assault"
"39.2969473118","-76.5822206447","500 N MILTON AVE","Asslt-Sec Degree || Agg Assault"
"39.2969473118","-76.5822206447","500 N MILTON AVE","Asslt-Sec Degree || Agg Assault"
"39.3379664208","-76.7045639362","5600 HADDON AVE","Asslt-Sec Degree || Common Assault"
"39.2899651599","-76.6338795165","100 N SCHROEDER ST","Robbery || Armed Robbery"
"39.2899651599","-76.6338795165","100 N SCHROEDER ST","Armed Robbery || Armed Robbery"
"39.2910550665","-76.5718492698","100 S EAST AVE","Armed Robbery || Armed Robbery"
"39.2910550665","-76.5718492698","100 S EAST AVE","Armed Robbery || Armed Robbery"
"39.2885033068","-76.5999193696","1200 E PRATT ST","Theft Less Than $100.00 || Theft"
"39.2267704020","-76.5899075254","1500 LOCUST ST","Asslt-Sec Degree || Agg Assault"
"39.2626304727","-76.6444717525","2500 RIDGELY ST","Asslt-Sec Degree || Common Assault"
"39.3494908070","-76.5496987854","3600 WHITE AVE","Asslt-Sec Degree || Common Assault"
"39.2940984172","-76.6197711801","400 N HOWARD ST","Asslt-First Degree || Common Assault"
"39.2945249204","-76.6649605814","600 POPLAR GROVE ST","Asslt-Sec Degree || Assault"
"39.3520532352","-76.6038610625","800 MCCABE AVE","Asslt-Sec Degree || Assault"
"39.3299300406","-76.6301489148","800 W 35TH ST","Asslt-Sec Degree || Assault"
"39.2896899228","-76.6088947361","UNIT S GAY ST","Asslt-Sec Degree || Common Assault"
"39.2341055035","-76.5967550601","3600 SAINT VICTOR ST","Asslt-Sec Degree || Common Assault"
"39.2849999028","-76.6389079059","1300 KUPER ST","Asslt-Sec Degree || Common Assault"
"39.3108965874","-76.5970105025","1800 N BOND ST","Theft: Less $1,000 Value || Common Assault"
"39.3113671633","-76.5909919809","1800 N CHAPEL ST","Asslt-Sec Degree || Common Assault"
"39.3098937739","-76.6611881074","1900 BRADDISH AVE","Cds:P W/I Dist:Narc || Handgun Violation"
"39.2687491472","-76.6500557032","2300 WASHINGTON BLVD","Burglary-Fourth Degree || B&E"
"39.2849972201","-76.6130909282","300 LIGHT ST","Theft Less Than $100.00 || Theft"
"39.3217130359","-76.5735744095","3300 BELAIR RD","Asslt-Sec Degree || Aggravated Assault"
"39.2924655925","-76.5706535088","3300 E BALTIMORE ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2300319716","-76.5980365749","4100 10TH ST","Robbery || Assault"
"39.2937598405","-76.6851637833","4100 EDMONDSON AVE","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3416444402","-76.6662383024","4500 PIMLICO RD","Handgun In Vehicle || Hgv"
"39.3416444402","-76.6662383024","4500 PIMLICO RD","Reg Firearm:Illegal Possession || Hgv"
"39.3446713207","-76.6706961354","4700 PARK HEIGHTS AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3662972001","-76.5856352916","6100 LOCH RAVEN BLVD","Motor Veh/Unlawful Taking || Theft"
"39.2877518862","-76.5361250585","6500 EASTERN AVE","Theft Less Than $100.00 || Theft"
"39.3024750345","-76.5797323816","1000 N LAKEWOOD AVE","Firearm Poss W/Fel Convict || Hgv"
"39.2855781980","-76.6374065015","1200 W PRATT ST","Theft Less Than $100.00 || Theft"
"39.2811980709","-76.6570817343","2600 LEHMAN ST","Asslt-Sec Degree || Common Assault"
"39.2978237116","-76.5807483874","2600 MCELDERRY ST","Cds: Possession-Marihuana || Cds Poss/Assault On Polic"
"39.2932040577","-76.6081703837","300 N GAY ST","Asslt-Sec Degree || Assault Deadly Weapon"
"39.2811074377","-76.6835689474","300 S COLLINS AVE","Cds Poss W/Int To Dist || Hgv"
"39.2829045076","-76.6413840218","400 S PARRISH ST","Handgun In Vehicle || Handgun Violation"
"39.3243992634","-76.6082779763","500 E 30TH ST","Mal Destr Prop Value + $500 || Assault On Police"
"39.2964248040","-76.6028311378","500 MCELDERRY ST","Asslt-Sec Degree || Assault 2Nd"
"39.3287857546","-76.5416006360","5000 FRANKFORD AVE","Asslt-Sec Degree || Agg Assault"
"39.2896473413","-76.6600424801","100 N FRANKLINTOWN RD","Theft: Less $1,000 Value || Theft"
"39.3027351906","-76.6280571887","1300 MCCULLOH ST","Burglary-Fourth Degree || Burglary"
"39.3119617603","-76.5992228788","1400 E NORTH AVE","Asslt-Sec Degree || Assault"
"39.3084494066","-76.5977413998","1500 E FEDERAL ST","Asslt-Sec Degree || Aggravated Assault"
"39.2881011288","-76.6488842516","2000 W BALTIMORE ST","Asslt-Sec Degree || Domestic Assault"
"39.3059346442","-76.5806126040","2600 E PRESTON ST","Firearm Poss W/Fel Convict || Handgun Violation"
"39.3093606429","-76.6613463245","2700 W NORTH AVE","Cds-Poss Of Firearms || Handgun Violation"
"39.2930183492","-76.6202969503","300 STATE ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.3211045211","-76.6217798114","300 W 28TH ST","Asslt-Sec Degree || Assault"
"39.3296031361","-76.6591416879","3600 PARK HEIGHTS AVE","Asslt-Sec Degree || Assault"
"39.2842485876","-76.6943854746","4700 SAYER AVE","Asslt-Sec Degree || Assault"
"39.2953888694","-76.6127665663","500 N CALVERT ST","Burglary-Third Degree || Assault 2Nd Degree"
"39.2730360023","-76.6930948584","600 S BEECHFIELD AVE","Burglary-Fourth Degree || B&E"
"39.3557205196","-76.7016742415","6400 REISTERSTOWN RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3676729533","-76.5481949753","7100 HARFORD RD","Asslt-Sec Degree || Common Assault"
"39.3712551607","-76.5669602732","7100 MCCLEAN BLVD","Asslt-Sec Degree || Common Assault"
"39.2984072000","-76.6400675250","800 N CALHOUN ST","Asslt-Sec Degree || Common Assault"
"39.2931066048","-76.5724481511","UNIT N EAST AVE","Asslt-Sec Degree || Common Assault"
"39.2875639326","-76.6136459885","100 LIGHT ST","Asslt-Sec Degree || Common Assault"
"39.3034325581","-76.6226454285","1100 BOLTON ST","Asslt-Sec Degree || Aggravated Assault"
"39.2810478882","-76.5362705442","1100 STEELTON AVE","Asslt-Sec Degree || Common Assault"
"39.2968658544","-76.6390814394","1300 HARLEM AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2268413423","-76.5885300396","1600 LOCUST ST","Asslt-Sec Degree || 2Nd Deg. Assault"
"39.2729614939","-76.5358907200","1700 KANE ST","Poss Of Firearm/Ammo/Minor || Handgun Violation"
"39.3197605116","-76.5950734020","1700 MONTPELIER ST","Asslt-Sec Degree || Common Assault"
"39.3114490243","-76.6513742622","2000 N PULASKI ST","Asslt-Sec Degree || Agg. Assault"
"39.3395633510","-76.5735431408","2900 OVERLAND AVE","Deadly Weapon-Int/Injure || Assault 2Nd Degree"
"39.2924841326","-76.6472052888","300 N MONROE ST","Burglary-Fourth Degree || 4Th Degree Burglary"
"39.2923140753","-76.5732161750","3100 E BALTIMORE ST","Asslt-First Degree || 1St Degree Assault"
"39.3485994474","-76.6780158121","3400 PATON AVE","Asslt-Sec Degree || Unarmed Assault And Robbery"
"39.3411385143","-76.6760490216","3800 BEEHLER AVE","Asslt-Sec Degree || Assault On Police"
"39.3430208914","-76.6691579054","4600 PARK HEIGHTS AVE","Asslt-First Degree || Agg Assault By Cutting"
"39.3436423541","-76.6748760819","4800 BEAUFORT AVE","Cds: Possession-Marihuana || Assault On Police"
"39.3363355715","-76.5542847066","5100 BELAIR RD","Cds: Poss Marihuana L/T 10 G || Cds/ Assault On Police"
"39.3535343214","-76.6070671894","600 GLENWOOD AVE","Asslt-Sec Degree || Assault"
"39.2980242631","-76.5779627710","600 N KENWOOD AVE","Asslt-Sec Degree || Comm Assault"
"39.3015913727","-76.5796773094","900 N LAKEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.2910638712","-76.5627420564","100 S HAVEN ST","Asslt-Sec Degree || Assault"
"39.3080559174","-76.6497629563","1700 N PAYSON ST","Asslt-Sec Degree || Aggravated Assault"
"39.2888410860","-76.6724933600","200 N HILTON ST","Dis.Erly Conduct || Assault On Police"
"39.2842436083","-76.6543309962","2300 FREDERICK AVE","Asslt-First Degree || Assault"
"39.2859854776","-76.7065773505","300 KINGSTON RD","Asslt-Sec Degree || Assault"
"39.3269084179","-76.6093764928","3100 GREENMOUNT AVE","Theft Less Than $100.00 || Theft"
"39.3422527269","-76.6671725216","3100 SUMTER AVE","Asslt-Sec Degree || Common Assault"
"39.3431401563","-76.6749490668","3600 BEEHLER AVE","Asslt-Sec Degree || Assault"
"39.3305089081","-76.6660606462","4000 WABASH AVE","Asslt-Sec Degree || Commount Assault"
"39.3495270912","-76.5361937151","4200 RASPE AVE","Theft: Less $1,000 Value || Theft"
"39.3199760353","-76.5540519609","4700 HALDANE RD","Asslt-Sec Degree || Assault"
"39.3465122846","-76.6899329056","5400 CRISMER AVE","Asslt-First Degree || Aggravated Assault"
"39.3426984433","-76.6917910799","5400 WABASH AVE","Asslt-First Degree || First Degree Assault"
"39.3512668203","-76.5346957988","6300 BELAIR RD","Cds: Distr Etc. W/Firearm || Hgv"
"39.2993793082","-76.5801726053","700 N GLOVER ST","Asslt-Sec Degree || Aggravated Assault"
"39.2765617536","-76.6142534003","UNIT E CROSS ST","Asslt-Sec Degree || Common Assault"
"39.2765617536","-76.6142534003","UNIT E CROSS ST","Asslt-First Degree || Assault"
"39.2765617536","-76.6142534003","UNIT E CROSS ST","Asslt-First Degree || Assault"
"39.2892130324","-76.6222344150","UNIT S PACA ST","Cds-Poss Of Firearms || Handgun Violation"
"39.2892130324","-76.6222344150","UNIT S PACA ST","Handgun On Person || Handgun Violation"
"39.2892130324","-76.6222344150","UNIT S PACA ST","Handgun In Vehicle || Handgun Violation"
"39.2892130324","-76.6222344150","UNIT S PACA ST","Handgun In Vehicle || Handgun Violation"
"39.2763729980","-76.6142946733","1100 S CHARLES ST","Asslt-Sec Degree || Second Degree Assault"
"39.3079362594","-76.5914979447","1500 N WOLFE ST","Asslt-Sec Degree || Common Assault"
"39.2274918348","-76.5898010465","1500 OLMSTEAD ST","Asslt-Sec Degree || 1St Degree Assault"
"39.2852682322","-76.6451042446","1800 W PRATT ST","Asslt-Sec Degree || Common Assault"
"39.2890063189","-76.5936453911","200 S BROADWAY","Deadly Weapon-Int/Injure || Assault W/A Deadly Weapon"
"39.2889243184","-76.5903215687","200 S WOLFE ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.3105945202","-76.6325081857","2000 LINDEN AVE","Deadly Weapon-Conceal || Deadly Weapon"
"39.2849760243","-76.5836537585","2300 FLEET ST","Asslt-Sec Degree || Common Assault"
"39.2966760193","-76.5841012671","2300 JEFFERSON ST","Asslt-Sec Degree || Common Assault"
"39.3164480398","-76.6168676958","2400 N CHARLES ST","Theft Less Than $100.00 || Theft"
"39.3015274088","-76.6580041871","2400 WINCHESTER ST","Asslt-Sec Degree || Assault 2Nd Deg"
"39.2981099303","-76.5734741052","3100 MCELDERRY ST","Asslt-Sec Degree || Common Assault"
"39.3564652533","-76.6868418396","3500 GLEN AVE","Robbery || Agg. Assault"
"39.2846856822","-76.7089397965","400 N BEND RD","Asslt-Sec Degree || Second Degree Assault"
"39.3456428354","-76.5756281247","4700 PILGRIM RD","Asslt-Sec Degree || Common Assault"
"39.2864406228","-76.5557864367","500 OLDHAM ST","Asslt-Sec Degree || Common Assault"
"39.3518040714","-76.6834042357","5500 PARK HEIGHTS AVE","Theft Less Than $100.00 || Theft"
"39.2874536001","-76.5475650732","5700 EASTERN AVE","Asslt-First Degree || Assault 1St Degree"
"39.3282863922","-76.6081300241","600 E 33RD ST","Theft Less Than $100.00 || Theft"
"39.2833761341","-76.5935264919","700 S BROADWAY","Resist/Interfere With Arrest || Assault"
"39.2758087742","-76.5323940628","1600 DUNDALK AVE","Burglary-Fourth Degree || Burglary 4Th Degree"
"39.3101276217","-76.5857900368","1700 N PATTERSON PARK AVE","Asslt-Sec Degree || Common Assault"
"39.3089408388","-76.6464769041","1800 N FULTON AVE","Asslt-First Degree || Agg. Assault By Stabbing"
"39.3145534236","-76.6168060407","2200 N CHARLES ST","Asslt-Sec Degree || Common Assault"
"39.3047293482","-76.5839748917","2400 E BIDDLE ST","Asslt-Sec Degree || Assault"
"39.2938487052","-76.6072110134","300 N GAY ST","Theft: Less $1,000 Value || Theft"
"39.2843596138","-76.5719984757","3100 FOSTER AVE","Asslt-Sec Degree || Assault - 1St Degree"
"39.3656400874","-76.7079851358","3700 GLENGYLE AVE","Asslt-Sec Degree || Common Assault"
"39.3127190436","-76.6799464640","3700 WINDSOR MILL RD","Asslt-Sec Degree || Assault"
"39.3401198414","-76.5723054595","4500 HARFORD RD","Asslt-Sec Degree || Agg Assault"
"39.2927981524","-76.6225992026","500 W SARATOGA ST","Att-Cds Manuf/Dist. || Theft"
"39.3029485419","-76.5484462413","900 QUANTRIL WAY","Burglary-Fourth Degree || Burglary"
"39.2928503556","-76.5693991737","UNIT N HIGHLAND AVE","Armed Robbery || Armed Robbery"
"39.2464194209","-76.6290047951","2800 WINWOOD CT","Asslt-Sec Degree || Second Degree Assault"
"39.2928328666","-76.6734025200","3300 W FRANKLIN ST","Asslt-First Degree || Agg Assault"
"39.3521134577","-76.6124776061","400 SELBY CT","Asslt-Sec Degree || Assault"
"39.2929794458","-76.6211885580","300 N EUTAW ST","Asslt-Sec Degree || Theft"
"39.2947854102","-76.6241892910","600 W FRANKLIN ST","Asslt-Sec Degree || Assault"
"39.2805902121","-76.6099044799","700 BATTERY AVE","Armed Robbery || Armed Robbery"
"39.2348692875","-76.5975623104","900 E PATAPSCO AVE","Armed Robbery || Attempted Armed Robbery"
"39.2735450721","-76.6713695091","900 S CATON AVE","Cds:P W/I Dist:Narc || Handgun Violation"
"39.3039958870","-76.6352698056","1700 PENNSYLVANIA AVE","Asslt-Sec Degree || Assault On Police"
"39.3107342317","-76.5984122798","1800 N CAROLINE ST","Asslt-Sec Degree || Common Assault"
"39.3117934345","-76.6695105433","2100 N ROSEDALE ST","Burglary-Fourth Degree || Burglary"
"39.2848589933","-76.6134133269","300 LIGHT ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.3037281097","-76.5485910102","1000 ARMISTEAD WAY","Asslt-Sec Degree || Assault"
"39.3000292162","-76.6459519200","1000 N FULTON AVE","Asslt-Sec Degree || Assault"
"39.3068223883","-76.5883829762","1400 N CHESTER ST","Asslt-Sec Degree || Assault"
"39.2987378109","-76.6466761231","1800 W LAFAYETTE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2824681528","-76.6475940785","1900 CHRISTIAN ST","Burglary-Fourth Degree || Burglary"
"39.3558978250","-76.6986264469","3900 FORDLEIGH RD","Asslt-Sec Degree || Assault"
"39.3304168308","-76.6851924616","4000 CHATHAM RD","Asslt-Sec Degree || Second Degree Assault"
"39.3323472824","-76.5451882466","4800 FRANKFORD AVE","Asslt-Sec Degree || Common Assault"
"39.2830417499","-76.6231678843","500 RUSSELL ST","Asslt-Sec Degree || Assault"
"39.2830417499","-76.6231678843","500 RUSSELL ST","Asslt-Sec Degree || Assault On Police"
"39.2830417499","-76.6231678843","500 RUSSELL ST","Dis.Erly Conduct || Assault"
"39.3258281642","-76.5363624640","5600 SINCLAIR LN","Handgun In Vehicle || Handgun Violation"
"39.2972136107","-76.6651068957","800 POPLAR GROVE ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2972136107","-76.6651068957","800 POPLAR GROVE ST","Asslt-Sec Degree || 2Nd Deg Assault"
"39.2949936923","-76.6324985222","900 BENNETT PL","Asslt-Sec Degree || 1St Deg Assault"
"39.2941710620","-76.5607729985","100 N JANNEY ST","Asslt-Sec Degree || Common Assault"
"39.2941710620","-76.5607729985","100 N JANNEY ST","Asslt-Sec Degree || 2Nd Degree Assault"
